Proxy,Product,Clinic_Name,Clinic_Price,Competitor,Competitor_Price,Clinic_ID
Täby Djursjukhus,Consultation,Täby Djursjukhus,1640,Brunmåla AB,,12
Täby Djursjukhus,Castrate Dog (20kg),Täby Djursjukhus,6395,Brunmåla AB,5500.0,12
Täby Djursjukhus,Bitch Spay (20kg),Täby Djursjukhus,10555,Brunmåla AB,,12
Täby Djursjukhus,Dog Vaccination DHPPI,Täby Djursjukhus,495,Brunmåla AB,,12
Täby Djursjukhus,Cat Spay,Täby Djursjukhus,2285,Brunmåla AB,1885.0,12
Täby Djursjukhus,Cat Castrate,Täby Djursjukhus,1290,Brunmåla AB,950.0,12
Täby Djursjukhus,Cat Vaccination,Täby Djursjukhus,495,Brunmåla AB,,12
Täby Djursjukhus,X-Ray & Sedation (HD),Täby Djursjukhus,2395,Brunmåla AB,,12
Djurkliniken Farsta Centrum,Consultation,Djurkliniken Farsta Centrum,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,8114
Djurkliniken Farsta Centrum,Castrate Dog (20kg),Djurkliniken Farsta Centrum,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,Bitch Spay (20kg),Djurkliniken Farsta Centrum,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,Dog Vaccination DHPPI,Djurkliniken Farsta Centrum,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,Cat Spay,Djurkliniken Farsta Centrum,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,Cat Castrate,Djurkliniken Farsta Centrum,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,Cat Vaccination,Djurkliniken Farsta Centrum,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8114
Djurkliniken Farsta Centrum,X-Ray & Sedation (HD),Djurkliniken Farsta Centrum,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,8114
Djurkliniken Farsta Centrum,Consultation,Djurkliniken Farsta Centrum,1640,AniCura Gärdets Djurklinik,1450.0,8114
Djurkliniken Farsta Centrum,Castrate Dog (20kg),Djurkliniken Farsta Centrum,6395,AniCura Gärdets Djurklinik,7330.0,8114
Djurkliniken Farsta Centrum,Bitch Spay (20kg),Djurkliniken Farsta Centrum,10555,AniCura Gärdets Djurklinik,9950.0,8114
Djurkliniken Farsta Centrum,Dog Vaccination DHPPI,Djurkliniken Farsta Centrum,495,AniCura Gärdets Djurklinik,550.0,8114
Djurkliniken Farsta Centrum,Cat Spay,Djurkliniken Farsta Centrum,2285,AniCura Gärdets Djurklinik,2430.0,8114
Djurkliniken Farsta Centrum,Cat Castrate,Djurkliniken Farsta Centrum,1290,AniCura Gärdets Djurklinik,1420.0,8114
Djurkliniken Farsta Centrum,Cat Vaccination,Djurkliniken Farsta Centrum,495,AniCura Gärdets Djurklinik,550.0,8114
Djurkliniken Farsta Centrum,X-Ray & Sedation (HD),Djurkliniken Farsta Centrum,2395,AniCura Gärdets Djurklinik,0.0,8114
Djurkliniken Farsta Centrum,Consultation,Djurkliniken Farsta Centrum,1640,Anicura Djursjukhuset Albano,1600.0,8114
Djurkliniken Farsta Centrum,Castrate Dog (20kg),Djurkliniken Farsta Centrum,6395,Anicura Djursjukhuset Albano,8290.0,8114
Djurkliniken Farsta Centrum,Bitch Spay (20kg),Djurkliniken Farsta Centrum,10555,Anicura Djursjukhuset Albano,11220.0,8114
Djurkliniken Farsta Centrum,Dog Vaccination DHPPI,Djurkliniken Farsta Centrum,495,Anicura Djursjukhuset Albano,700.0,8114
Djurkliniken Farsta Centrum,Cat Spay,Djurkliniken Farsta Centrum,2285,Anicura Djursjukhuset Albano,0.0,8114
Djurkliniken Farsta Centrum,Cat Castrate,Djurkliniken Farsta Centrum,1290,Anicura Djursjukhuset Albano,0.0,8114
Djurkliniken Farsta Centrum,Cat Vaccination,Djurkliniken Farsta Centrum,495,Anicura Djursjukhuset Albano,700.0,8114
Djurkliniken Farsta Centrum,X-Ray & Sedation (HD),Djurkliniken Farsta Centrum,2395,Anicura Djursjukhuset Albano,0.0,8114
Djurkliniken Farsta Centrum,Consultation,Djurkliniken Farsta Centrum,1640,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Castrate Dog (20kg),Djurkliniken Farsta Centrum,6395,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Bitch Spay (20kg),Djurkliniken Farsta Centrum,10555,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Dog Vaccination DHPPI,Djurkliniken Farsta Centrum,495,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Cat Spay,Djurkliniken Farsta Centrum,2285,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Cat Castrate,Djurkliniken Farsta Centrum,1290,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,Cat Vaccination,Djurkliniken Farsta Centrum,495,Hagsätra Veterinärmottagning,,8114
Djurkliniken Farsta Centrum,X-Ray & Sedation (HD),Djurkliniken Farsta Centrum,2395,Hagsätra Veterinärmottagning,,8114
Djurkliniken Lidingö,Consultation,Djurkliniken Lidingö,1640,AniCura Gärdets Djurklinik,1450.0,8084
Djurkliniken Lidingö,Castrate Dog (20kg),Djurkliniken Lidingö,6395,AniCura Gärdets Djurklinik,7330.0,8084
Djurkliniken Lidingö,Bitch Spay (20kg),Djurkliniken Lidingö,10555,AniCura Gärdets Djurklinik,9950.0,8084
Djurkliniken Lidingö,Dog Vaccination DHPPI,Djurkliniken Lidingö,495,AniCura Gärdets Djurklinik,550.0,8084
Djurkliniken Lidingö,Cat Spay,Djurkliniken Lidingö,2285,AniCura Gärdets Djurklinik,2430.0,8084
Djurkliniken Lidingö,Cat Castrate,Djurkliniken Lidingö,1290,AniCura Gärdets Djurklinik,1420.0,8084
Djurkliniken Lidingö,Cat Vaccination,Djurkliniken Lidingö,495,AniCura Gärdets Djurklinik,550.0,8084
Djurkliniken Lidingö,X-Ray & Sedation (HD),Djurkliniken Lidingö,2395,AniCura Gärdets Djurklinik,0.0,8084
Djurkliniken Lidingö,Consultation,Djurkliniken Lidingö,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,8084
Djurkliniken Lidingö,Castrate Dog (20kg),Djurkliniken Lidingö,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,Bitch Spay (20kg),Djurkliniken Lidingö,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,Dog Vaccination DHPPI,Djurkliniken Lidingö,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,Cat Spay,Djurkliniken Lidingö,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,Cat Castrate,Djurkliniken Lidingö,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,Cat Vaccination,Djurkliniken Lidingö,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8084
Djurkliniken Lidingö,X-Ray & Sedation (HD),Djurkliniken Lidingö,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,8084
Djurkliniken Lidingö,Consultation,Djurkliniken Lidingö,1640,Anicura Djursjukhuset Albano,1600.0,8084
Djurkliniken Lidingö,Castrate Dog (20kg),Djurkliniken Lidingö,6395,Anicura Djursjukhuset Albano,8290.0,8084
Djurkliniken Lidingö,Bitch Spay (20kg),Djurkliniken Lidingö,10555,Anicura Djursjukhuset Albano,11220.0,8084
Djurkliniken Lidingö,Dog Vaccination DHPPI,Djurkliniken Lidingö,495,Anicura Djursjukhuset Albano,700.0,8084
Djurkliniken Lidingö,Cat Spay,Djurkliniken Lidingö,2285,Anicura Djursjukhuset Albano,0.0,8084
Djurkliniken Lidingö,Cat Castrate,Djurkliniken Lidingö,1290,Anicura Djursjukhuset Albano,0.0,8084
Djurkliniken Lidingö,Cat Vaccination,Djurkliniken Lidingö,495,Anicura Djursjukhuset Albano,700.0,8084
Djurkliniken Lidingö,X-Ray & Sedation (HD),Djurkliniken Lidingö,2395,Anicura Djursjukhuset Albano,0.0,8084
Djurkliniken Lidingö,Consultation,Djurkliniken Lidingö,1640,Djurkliniken Lidingö,,8084
Djurkliniken Lidingö,Castrate Dog (20kg),Djurkliniken Lidingö,6395,Djurkliniken Lidingö,,8084
Djurkliniken Lidingö,Bitch Spay (20kg),Djurkliniken Lidingö,10555,Djurkliniken Lidingö,,8084
Djurkliniken Lidingö,Dog Vaccination DHPPI,Djurkliniken Lidingö,495,Djurkliniken Lidingö,450.0,8084
Djurkliniken Lidingö,Cat Spay,Djurkliniken Lidingö,2285,Djurkliniken Lidingö,2000.0,8084
Djurkliniken Lidingö,Cat Castrate,Djurkliniken Lidingö,1290,Djurkliniken Lidingö,1000.0,8084
Djurkliniken Lidingö,Cat Vaccination,Djurkliniken Lidingö,495,Djurkliniken Lidingö,,8084
Djurkliniken Lidingö,X-Ray & Sedation (HD),Djurkliniken Lidingö,2395,Djurkliniken Lidingö,,8084
Mälarhöjdens veterinärpraktik,Consultation,Mälarhöjdens veterinärpraktik,1640,AniCura Gärdets Djurklinik,1450.0,219
Mälarhöjdens veterinärpraktik,Castrate Dog (20kg),Mälarhöjdens veterinärpraktik,6395,AniCura Gärdets Djurklinik,7330.0,219
Mälarhöjdens veterinärpraktik,Bitch Spay (20kg),Mälarhöjdens veterinärpraktik,10555,AniCura Gärdets Djurklinik,9950.0,219
Mälarhöjdens veterinärpraktik,Dog Vaccination DHPPI,Mälarhöjdens veterinärpraktik,495,AniCura Gärdets Djurklinik,550.0,219
Mälarhöjdens veterinärpraktik,Cat Spay,Mälarhöjdens veterinärpraktik,2285,AniCura Gärdets Djurklinik,2430.0,219
Mälarhöjdens veterinärpraktik,Cat Castrate,Mälarhöjdens veterinärpraktik,1290,AniCura Gärdets Djurklinik,1420.0,219
Mälarhöjdens veterinärpraktik,Cat Vaccination,Mälarhöjdens veterinärpraktik,495,AniCura Gärdets Djurklinik,550.0,219
Mälarhöjdens veterinärpraktik,X-Ray & Sedation (HD),Mälarhöjdens veterinärpraktik,2395,AniCura Gärdets Djurklinik,0.0,219
Mälarhöjdens veterinärpraktik,Consultation,Mälarhöjdens veterinärpraktik,1640,Anicura Djursjukhuset Albano,1600.0,219
Mälarhöjdens veterinärpraktik,Castrate Dog (20kg),Mälarhöjdens veterinärpraktik,6395,Anicura Djursjukhuset Albano,8290.0,219
Mälarhöjdens veterinärpraktik,Bitch Spay (20kg),Mälarhöjdens veterinärpraktik,10555,Anicura Djursjukhuset Albano,11220.0,219
Mälarhöjdens veterinärpraktik,Dog Vaccination DHPPI,Mälarhöjdens veterinärpraktik,495,Anicura Djursjukhuset Albano,700.0,219
Mälarhöjdens veterinärpraktik,Cat Spay,Mälarhöjdens veterinärpraktik,2285,Anicura Djursjukhuset Albano,0.0,219
Mälarhöjdens veterinärpraktik,Cat Castrate,Mälarhöjdens veterinärpraktik,1290,Anicura Djursjukhuset Albano,0.0,219
Mälarhöjdens veterinärpraktik,Cat Vaccination,Mälarhöjdens veterinärpraktik,495,Anicura Djursjukhuset Albano,700.0,219
Mälarhöjdens veterinärpraktik,X-Ray & Sedation (HD),Mälarhöjdens veterinärpraktik,2395,Anicura Djursjukhuset Albano,0.0,219
Mälarhöjdens veterinärpraktik,Consultation,Mälarhöjdens veterinärpraktik,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,219
Mälarhöjdens veterinärpraktik,Castrate Dog (20kg),Mälarhöjdens veterinärpraktik,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,Bitch Spay (20kg),Mälarhöjdens veterinärpraktik,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,Dog Vaccination DHPPI,Mälarhöjdens veterinärpraktik,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,Cat Spay,Mälarhöjdens veterinärpraktik,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,Cat Castrate,Mälarhöjdens veterinärpraktik,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,Cat Vaccination,Mälarhöjdens veterinärpraktik,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,219
Mälarhöjdens veterinärpraktik,X-Ray & Sedation (HD),Mälarhöjdens veterinärpraktik,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,219
Mälarhöjdens veterinärpraktik,Consultation,Mälarhöjdens veterinärpraktik,1640,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Castrate Dog (20kg),Mälarhöjdens veterinärpraktik,6395,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Bitch Spay (20kg),Mälarhöjdens veterinärpraktik,10555,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Dog Vaccination DHPPI,Mälarhöjdens veterinärpraktik,495,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Cat Spay,Mälarhöjdens veterinärpraktik,2285,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Cat Castrate,Mälarhöjdens veterinärpraktik,1290,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,Cat Vaccination,Mälarhöjdens veterinärpraktik,495,Hagsätra Veterinärmottagning,,219
Mälarhöjdens veterinärpraktik,X-Ray & Sedation (HD),Mälarhöjdens veterinärpraktik,2395,Hagsätra Veterinärmottagning,,219
Djurkliniken Nacka,Consultation,Djurkliniken Nacka,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,217
Djurkliniken Nacka,Castrate Dog (20kg),Djurkliniken Nacka,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,Bitch Spay (20kg),Djurkliniken Nacka,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,Dog Vaccination DHPPI,Djurkliniken Nacka,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,Cat Spay,Djurkliniken Nacka,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,Cat Castrate,Djurkliniken Nacka,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,Cat Vaccination,Djurkliniken Nacka,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,217
Djurkliniken Nacka,X-Ray & Sedation (HD),Djurkliniken Nacka,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,217
Djurkliniken Nacka,Consultation,Djurkliniken Nacka,1640,AniCura Gärdets Djurklinik,1450.0,217
Djurkliniken Nacka,Castrate Dog (20kg),Djurkliniken Nacka,6395,AniCura Gärdets Djurklinik,7330.0,217
Djurkliniken Nacka,Bitch Spay (20kg),Djurkliniken Nacka,10555,AniCura Gärdets Djurklinik,9950.0,217
Djurkliniken Nacka,Dog Vaccination DHPPI,Djurkliniken Nacka,495,AniCura Gärdets Djurklinik,550.0,217
Djurkliniken Nacka,Cat Spay,Djurkliniken Nacka,2285,AniCura Gärdets Djurklinik,2430.0,217
Djurkliniken Nacka,Cat Castrate,Djurkliniken Nacka,1290,AniCura Gärdets Djurklinik,1420.0,217
Djurkliniken Nacka,Cat Vaccination,Djurkliniken Nacka,495,AniCura Gärdets Djurklinik,550.0,217
Djurkliniken Nacka,X-Ray & Sedation (HD),Djurkliniken Nacka,2395,AniCura Gärdets Djurklinik,0.0,217
Djurkliniken Nacka,Consultation,Djurkliniken Nacka,1640,Anicura Djursjukhuset Albano,1600.0,217
Djurkliniken Nacka,Castrate Dog (20kg),Djurkliniken Nacka,6395,Anicura Djursjukhuset Albano,8290.0,217
Djurkliniken Nacka,Bitch Spay (20kg),Djurkliniken Nacka,10555,Anicura Djursjukhuset Albano,11220.0,217
Djurkliniken Nacka,Dog Vaccination DHPPI,Djurkliniken Nacka,495,Anicura Djursjukhuset Albano,700.0,217
Djurkliniken Nacka,Cat Spay,Djurkliniken Nacka,2285,Anicura Djursjukhuset Albano,0.0,217
Djurkliniken Nacka,Cat Castrate,Djurkliniken Nacka,1290,Anicura Djursjukhuset Albano,0.0,217
Djurkliniken Nacka,Cat Vaccination,Djurkliniken Nacka,495,Anicura Djursjukhuset Albano,700.0,217
Djurkliniken Nacka,X-Ray & Sedation (HD),Djurkliniken Nacka,2395,Anicura Djursjukhuset Albano,0.0,217
Djurkliniken Nacka,Consultation,Djurkliniken Nacka,1640,RedVet AB,800.0,217
Djurkliniken Nacka,Castrate Dog (20kg),Djurkliniken Nacka,6395,RedVet AB,4500.0,217
Djurkliniken Nacka,Bitch Spay (20kg),Djurkliniken Nacka,10555,RedVet AB,,217
Djurkliniken Nacka,Dog Vaccination DHPPI,Djurkliniken Nacka,495,RedVet AB,290.0,217
Djurkliniken Nacka,Cat Spay,Djurkliniken Nacka,2285,RedVet AB,1200.0,217
Djurkliniken Nacka,Cat Castrate,Djurkliniken Nacka,1290,RedVet AB,700.0,217
Djurkliniken Nacka,Cat Vaccination,Djurkliniken Nacka,495,RedVet AB,290.0,217
Djurkliniken Nacka,X-Ray & Sedation (HD),Djurkliniken Nacka,2395,RedVet AB,,217
Djurkliniken Roslagstull,Consultation,Djurkliniken Roslagstull,1640,AniCura Gärdets Djurklinik,1450.0,9
Djurkliniken Roslagstull,Castrate Dog (20kg),Djurkliniken Roslagstull,6395,AniCura Gärdets Djurklinik,7330.0,9
Djurkliniken Roslagstull,Bitch Spay (20kg),Djurkliniken Roslagstull,10555,AniCura Gärdets Djurklinik,9950.0,9
Djurkliniken Roslagstull,Dog Vaccination DHPPI,Djurkliniken Roslagstull,495,AniCura Gärdets Djurklinik,550.0,9
Djurkliniken Roslagstull,Cat Spay,Djurkliniken Roslagstull,2285,AniCura Gärdets Djurklinik,2430.0,9
Djurkliniken Roslagstull,Cat Castrate,Djurkliniken Roslagstull,1290,AniCura Gärdets Djurklinik,1420.0,9
Djurkliniken Roslagstull,Cat Vaccination,Djurkliniken Roslagstull,495,AniCura Gärdets Djurklinik,550.0,9
Djurkliniken Roslagstull,X-Ray & Sedation (HD),Djurkliniken Roslagstull,2395,AniCura Gärdets Djurklinik,0.0,9
Djurkliniken Roslagstull,Consultation,Djurkliniken Roslagstull,1640,Anicura Djursjukhuset Albano,1600.0,9
Djurkliniken Roslagstull,Castrate Dog (20kg),Djurkliniken Roslagstull,6395,Anicura Djursjukhuset Albano,8290.0,9
Djurkliniken Roslagstull,Bitch Spay (20kg),Djurkliniken Roslagstull,10555,Anicura Djursjukhuset Albano,11220.0,9
Djurkliniken Roslagstull,Dog Vaccination DHPPI,Djurkliniken Roslagstull,495,Anicura Djursjukhuset Albano,700.0,9
Djurkliniken Roslagstull,Cat Spay,Djurkliniken Roslagstull,2285,Anicura Djursjukhuset Albano,0.0,9
Djurkliniken Roslagstull,Cat Castrate,Djurkliniken Roslagstull,1290,Anicura Djursjukhuset Albano,0.0,9
Djurkliniken Roslagstull,Cat Vaccination,Djurkliniken Roslagstull,495,Anicura Djursjukhuset Albano,700.0,9
Djurkliniken Roslagstull,X-Ray & Sedation (HD),Djurkliniken Roslagstull,2395,Anicura Djursjukhuset Albano,0.0,9
Djurkliniken Roslagstull,Consultation,Djurkliniken Roslagstull,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,9
Djurkliniken Roslagstull,Castrate Dog (20kg),Djurkliniken Roslagstull,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,Bitch Spay (20kg),Djurkliniken Roslagstull,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,Dog Vaccination DHPPI,Djurkliniken Roslagstull,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,Cat Spay,Djurkliniken Roslagstull,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,Cat Castrate,Djurkliniken Roslagstull,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,Cat Vaccination,Djurkliniken Roslagstull,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,9
Djurkliniken Roslagstull,X-Ray & Sedation (HD),Djurkliniken Roslagstull,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,9
Djurkliniken Roslagstull,Consultation,Djurkliniken Roslagstull,1640,Ahlbergs Veterinärpraktik AB,860.0,9
Djurkliniken Roslagstull,Castrate Dog (20kg),Djurkliniken Roslagstull,6395,Ahlbergs Veterinärpraktik AB,6500.0,9
Djurkliniken Roslagstull,Bitch Spay (20kg),Djurkliniken Roslagstull,10555,Ahlbergs Veterinärpraktik AB,,9
Djurkliniken Roslagstull,Dog Vaccination DHPPI,Djurkliniken Roslagstull,495,Ahlbergs Veterinärpraktik AB,,9
Djurkliniken Roslagstull,Cat Spay,Djurkliniken Roslagstull,2285,Ahlbergs Veterinärpraktik AB,1950.0,9
Djurkliniken Roslagstull,Cat Castrate,Djurkliniken Roslagstull,1290,Ahlbergs Veterinärpraktik AB,1020.0,9
Djurkliniken Roslagstull,Cat Vaccination,Djurkliniken Roslagstull,495,Ahlbergs Veterinärpraktik AB,,9
Djurkliniken Roslagstull,X-Ray & Sedation (HD),Djurkliniken Roslagstull,2395,Ahlbergs Veterinärpraktik AB,,9
Saltsjöbaden,Consultation,Saltsjöbaden,1640,AniCura Värmdö Djurklinik,980.0,8094
Saltsjöbaden,Castrate Dog (20kg),Saltsjöbaden,6395,AniCura Värmdö Djurklinik,5410.0,8094
Saltsjöbaden,Bitch Spay (20kg),Saltsjöbaden,10555,AniCura Värmdö Djurklinik,8640.0,8094
Saltsjöbaden,Dog Vaccination DHPPI,Saltsjöbaden,495,AniCura Värmdö Djurklinik,470.0,8094
Saltsjöbaden,Cat Spay,Saltsjöbaden,2285,AniCura Värmdö Djurklinik,1870.0,8094
Saltsjöbaden,Cat Castrate,Saltsjöbaden,1290,AniCura Värmdö Djurklinik,990.0,8094
Saltsjöbaden,Cat Vaccination,Saltsjöbaden,495,AniCura Värmdö Djurklinik,540.0,8094
Saltsjöbaden,X-Ray & Sedation (HD),Saltsjöbaden,2395,AniCura Värmdö Djurklinik,2200.0,8094
Saltsjöbaden,Consultation,Saltsjöbaden,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,8094
Saltsjöbaden,Castrate Dog (20kg),Saltsjöbaden,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,Bitch Spay (20kg),Saltsjöbaden,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,Dog Vaccination DHPPI,Saltsjöbaden,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,Cat Spay,Saltsjöbaden,2285,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,Cat Castrate,Saltsjöbaden,1290,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,Cat Vaccination,Saltsjöbaden,495,AniCura Regiondjursjukhuset Bagarmossen,0.0,8094
Saltsjöbaden,X-Ray & Sedation (HD),Saltsjöbaden,2395,AniCura Regiondjursjukhuset Bagarmossen,2060.0,8094
Saltsjöbaden,Consultation,Saltsjöbaden,1640,AniCura Gärdets Djurklinik,1450.0,8094
Saltsjöbaden,Castrate Dog (20kg),Saltsjöbaden,6395,AniCura Gärdets Djurklinik,7330.0,8094
Saltsjöbaden,Bitch Spay (20kg),Saltsjöbaden,10555,AniCura Gärdets Djurklinik,9950.0,8094
Saltsjöbaden,Dog Vaccination DHPPI,Saltsjöbaden,495,AniCura Gärdets Djurklinik,550.0,8094
Saltsjöbaden,Cat Spay,Saltsjöbaden,2285,AniCura Gärdets Djurklinik,2430.0,8094
Saltsjöbaden,Cat Castrate,Saltsjöbaden,1290,AniCura Gärdets Djurklinik,1420.0,8094
Saltsjöbaden,Cat Vaccination,Saltsjöbaden,495,AniCura Gärdets Djurklinik,550.0,8094
Saltsjöbaden,X-Ray & Sedation (HD),Saltsjöbaden,2395,AniCura Gärdets Djurklinik,0.0,8094
Saltsjöbaden,Consultation,Saltsjöbaden,1640,RedVet AB,800.0,8094
Saltsjöbaden,Castrate Dog (20kg),Saltsjöbaden,6395,RedVet AB,4500.0,8094
Saltsjöbaden,Bitch Spay (20kg),Saltsjöbaden,10555,RedVet AB,,8094
Saltsjöbaden,Dog Vaccination DHPPI,Saltsjöbaden,495,RedVet AB,290.0,8094
Saltsjöbaden,Cat Spay,Saltsjöbaden,2285,RedVet AB,1200.0,8094
Saltsjöbaden,Cat Castrate,Saltsjöbaden,1290,RedVet AB,700.0,8094
Saltsjöbaden,Cat Vaccination,Saltsjöbaden,495,RedVet AB,290.0,8094
Saltsjöbaden,X-Ray & Sedation (HD),Saltsjöbaden,2395,RedVet AB,,8094
Vasastans Veterinärklinik,Consultation,Vasastans Veterinärklinik,1640,AniCura Gärdets Djurklinik,1450.0,8086
Vasastans Veterinärklinik,Castrate Dog (20kg),Vasastans Veterinärklinik,6395,AniCura Gärdets Djurklinik,7330.0,8086
Vasastans Veterinärklinik,Bitch Spay (20kg),Vasastans Veterinärklinik,10555,AniCura Gärdets Djurklinik,9950.0,8086
Vasastans Veterinärklinik,Dog Vaccination DHPPI,Vasastans Veterinärklinik,495,AniCura Gärdets Djurklinik,550.0,8086
Vasastans Veterinärklinik,Cat Spay,Vasastans Veterinärklinik,2285,AniCura Gärdets Djurklinik,2430.0,8086
Vasastans Veterinärklinik,Cat Castrate,Vasastans Veterinärklinik,1290,AniCura Gärdets Djurklinik,1420.0,8086
Vasastans Veterinärklinik,Cat Vaccination,Vasastans Veterinärklinik,495,AniCura Gärdets Djurklinik,550.0,8086
Vasastans Veterinärklinik,X-Ray & Sedation (HD),Vasastans Veterinärklinik,2395,AniCura Gärdets Djurklinik,0.0,8086
Vasastans Veterinärklinik,Consultation,Vasastans Veterinärklinik,1640,Anicura Djursjukhuset Albano,1600.0,8086
Vasastans Veterinärklinik,Castrate Dog (20kg),Vasastans Veterinärklinik,6395,Anicura Djursjukhuset Albano,8290.0,8086
Vasastans Veterinärklinik,Bitch Spay (20kg),Vasastans Veterinärklinik,10555,Anicura Djursjukhuset Albano,11220.0,8086
Vasastans Veterinärklinik,Dog Vaccination DHPPI,Vasastans Veterinärklinik,495,Anicura Djursjukhuset Albano,700.0,8086
Vasastans Veterinärklinik,Cat Spay,Vasastans Veterinärklinik,2285,Anicura Djursjukhuset Albano,0.0,8086
Vasastans Veterinärklinik,Cat Castrate,Vasastans Veterinärklinik,1290,Anicura Djursjukhuset Albano,0.0,8086
Vasastans Veterinärklinik,Cat Vaccination,Vasastans Veterinärklinik,495,Anicura Djursjukhuset Albano,700.0,8086
Vasastans Veterinärklinik,X-Ray & Sedation (HD),Vasastans Veterinärklinik,2395,Anicura Djursjukhuset Albano,0.0,8086
Vasastans Veterinärklinik,Consultation,Vasastans Veterinärklinik,1640,AniCura Regiondjursjukhuset Bagarmossen,1600.0,8086
Vasastans Veterinärklinik,Castrate Dog (20kg),Vasastans Veterinärklinik,6395,AniCura Regiondjursjukhuset Bagarmossen,0.0,8086
Vasastans Veterinärklinik,Bitch Spay (20kg),Vasastans Veterinärklinik,10555,AniCura Regiondjursjukhuset Bagarmossen,0.0,8086
